Student,Grade,Feedback count,HW6,HW11,First_opened_mean_HW,Online,Preference,Both,Viewed_lecture_1_materials,Viewed_lecture_2_materials,Viewed_lecture_3_materials,Viewed_lecture_4_materials,Viewed_lecture_5_materials,Viewed_lecture_6_materials,Viewed_lecture_7_materials,Viewed_lecture_8_materials,Viewed_lecture_9_materials,Viewed_lecture_10_materials,Viewed_lecture_11_materials,Viewed_lecture_12_materials,Viewed_lecture_13_materials,Viewed_lecture_14_materials,Viewed_lecture_15_materials,Viewed sample solutions of Homework,Viewed past years' exam,Viewed sample solutions,Watched,Total_activity_week_1,Total_activity_week_2,Total_activity_week_3,Total_activity_week_4,Total_activity_week_5,Total_activity_week_6,Total_activity_week_7,Total_activity_week_8,Total_activity_week_9,Total_activity_week_10,Total_activity_week_11,Total_activity_week_12,Total_activity_week_13,Total_activity_week_14,Total_activity_week_15,Total_activity_week_16,Total_activity_week_17,Total_activity_week_18,start_before_HW1,start_before_HW2,start_before_HW3,start_before_HW4,start_before_HW5,start_before_HW6,start_before_HW7,start_before_HW8,start_before_HW9,start_before_HW10,start_before_HW11,start_before_HW12,submit_before_HW1,submit_before_HW2,submit_before_HW3,submit_before_HW4,submit_before_HW5,submit_before_HW6,submit_before_HW7,submit_before_HW8,submit_before_HW9,submit_before_HW10,submit_before_HW11,submit_before_HW12,start_average,submit_average,start_time_HW1,start_time_HW2,start_time_HW3,start_time_HW4,start_time_HW5,start_time_HW6,start_time_HW7,start_time_HW8,start_time_HW9,start_time_HW10,start_time_HW11,start_time_HW12,study_night_final2,study_night_final_retake
A051,5.0,21,3,4,6.2727272727272725,0,1,1,25,2,2,0,5,2,4,3,3,6,7,4,4,1,0,6,0,9,5,1.0,4.0,4.0,2.0,9.0,7.0,10.0,8.0,6.0,2.0,10.0,6.0,7.0,4.0,15.0,14.0,4.0,0.0,9,10,9,1,4,9,8,7,3,2,7,-1,9,0,0,1,4,3,0,2,0,0,0,-1,5.666666666666667,1.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,-1.0,0,0
A052,4.0,209,6,13,8.25,0,1,1,61,3,2,4,10,8,10,8,8,7,12,10,11,11,3,26,4,30,16,7.0,3.0,8.0,9.0,18.0,23.0,25.0,29.0,19.0,67.0,21.0,11.0,26.0,18.0,18.0,17.0,47.0,48.0,9,9,8,8,11,11,4,1,7,14,14,3,2,1,0,1,4,1,0,0,0,0,0,0,8.25,0.75,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,1,0
A053,0.0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9166666666666666,-1.0,-1.0,17.025555555555556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A054,0.0,6,5,3,7.333333333333333,1,0,1,19,12,7,5,9,6,3,4,2,1,2,2,2,1,0,15,3,16,2,7.0,3.0,4.0,7.0,7.0,17.0,7.0,0.0,1.0,8.0,2.0,25.0,4.0,2.0,0.0,8.0,1.0,24.0,0,3,10,3,0,0,7,9,10,7,14,3,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,5.5,-0.6666666666666666,23.227777777777778,25.0,25.0,25.0,6.174166666666668,3.871944444444445,25.0,25.0,25.0,25.0,25.0,25.0,1,0
A055,3.0,29,5,1,5.4,0,1,1,31,5,7,6,9,8,6,5,4,5,8,2,6,4,0,8,7,13,4,3.0,1.0,3.0,8.0,17.0,5.0,14.0,12.0,17.0,21.0,5.0,3.0,17.0,11.0,3.0,1.0,4.0,44.0,7,3,6,1,11,4,5,6,9,6,0,-1,1,0,0,0,0,0,-1,0,0,-1,-1,-1,4.75,-0.25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,9.055833333333332,-1.0,0,0
A056,6.0,41,3,4,12.666666666666666,13,0,2,14,4,1,1,1,1,3,2,1,3,1,1,0,2,1,9,1,16,5,9.0,2.0,5.0,3.0,5.0,1.0,5.0,6.0,8.0,21.0,3.0,5.0,7.0,5.0,15.0,13.0,7.0,0.0,10,10,12,17,12,12,12,12,12,17,14,12,-84,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,12.666666666666666,-7.666666666666667,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A057,2.0,14,2,1,5.3,0,1,1,44,8,9,10,6,7,7,6,3,4,9,8,8,4,2,6,4,6,25,5.0,0.0,2.0,12.0,15.0,6.0,11.0,7.0,1.0,42.0,4.0,3.0,18.0,16.0,14.0,22.0,0.0,0.0,8,7,7,1,11,1,6,1,0,6,5,-1,0,0,0,0,0,-1,-1,0,0,0,-1,-1,4.333333333333333,-0.3333333333333333,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,10.395,25.0,25.0,-1.0,0,0
A058,5.0,89,9,4,11.833333333333334,4,1,2,67,14,13,13,11,9,12,15,12,8,10,13,12,10,3,7,1,8,13,1.0,7.0,12.0,8.0,29.0,19.0,18.0,26.0,41.0,22.0,14.0,18.0,25.0,16.0,44.0,12.0,5.0,0.0,10,11,12,14,12,12,12,12,12,18,14,12,4,3,4,4,6,3,1,3,5,4,6,-1,12.583333333333334,3.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A059,2.0,2,2,1,6.8,0,1,1,16,0,1,0,3,6,2,7,2,3,4,3,1,1,1,9,2,13,1,0.0,0.0,4.0,3.0,1.0,0.0,5.0,16.0,0.0,10.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,9,0,-1,0,5,11,9,0,1,0,-1,-1,0,-1,-1,0,4,0,0,-1,-1,-1,-1,-1,2.6666666666666665,-0.25,25.0,1.7138888888888886,-1.0,9.510555555555557,25.0,25.0,25.0,3.90527777777778,25.0,5.914166666666667,-1.0,-1.0,0,1
A060,2.0,26,2,4,3.0,0,1,1,39,4,4,7,6,6,5,2,1,2,8,11,6,5,2,1,1,2,0,2.0,0.0,0.0,6.0,5.0,8.0,7.0,0.0,12.0,20.0,0.0,4.0,7.0,9.0,21.0,23.0,8.0,0.0,3,0,8,1,2,3,0,1,1,5,4,2,0,0,0,0,0,1,0,0,0,0,0,-1,2.5,0.0,25.0,5.331666666666667,25.0,25.0,25.0,25.0,9.676944444444445,25.0,25.0,25.0,25.0,25.0,0,0
A061,2.0,36,1,6,3.7777777777777777,1,1,1,99,11,10,7,11,11,11,10,19,17,22,19,11,11,5,8,0,14,9,12.0,7.0,3.0,8.0,18.0,20.0,16.0,3.0,8.0,29.0,1.0,42.0,33.0,38.0,37.0,12.0,10.0,0.0,7,0,1,6,0,1,4,6,0,4,4,1,0,-1,0,0,0,-1,0,0,0,-1,0,-1,2.8333333333333335,-0.3333333333333333,25.0,8.231388888888889,25.0,25.0,5.39361111111111,25.0,25.0,25.0,10.45861111111111,25.0,25.0,25.0,0,1
A062,1.0,12,4,0,0.0,1,0,1,3,2,2,2,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,10.0,17.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-0.3333333333333333,-0.5,5.083333333333332,1.7636111111111106,0.7955555555555556,0.28138888888889113,6.616111111111113,3.0805555555555557,0.7108333333333334,-1.0,3.370555555555555,-1.0,-1.0,-1.0,0,0
A063,4.0,4,1,0,0.0,0,1,1,10,6,6,6,5,3,4,2,4,1,2,1,1,1,1,10,0,11,6,2.0,1.0,1.0,6.0,7.0,3.0,7.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.5833333333333334,-0.6666666666666666,14.414166666666667,11.666944444444445,11.523888888888889,9.593055555555555,0.9961111111111123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A064,3.0,32,6,8,6.416666666666667,5,0,1,115,7,10,18,21,27,28,23,35,22,21,18,19,21,5,29,3,35,2,8.0,7.0,3.0,11.0,15.0,34.0,24.0,16.0,34.0,39.0,2.0,69.0,33.0,50.0,17.0,41.0,9.0,0.0,1,5,4,8,5,11,11,7,12,5,5,3,0,0,0,0,0,0,0,0,0,0,0,-1,6.416666666666667,-0.08333333333333333,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A065,4.0,60,8,6,5.916666666666667,1,1,1,48,6,6,4,2,4,4,4,7,9,8,4,2,5,8,0,6,2,2,6.0,10.0,16.0,3.0,12.0,7.0,12.0,4.0,2.0,13.0,12.0,15.0,21.0,12.0,15.0,31.0,8.0,0.0,9,11,12,1,11,1,3,1,6,1,8,11,9,0,0,1,-1,0,0,0,0,-1,0,-1,6.25,0.5833333333333334,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A066,3.0,87,6,9,6.583333333333333,13,0,1,117,10,16,16,15,17,20,27,16,11,25,32,17,16,8,10,4,20,3,3.0,5.0,10.0,9.0,34.0,13.0,22.0,5.0,38.0,45.0,9.0,45.0,36.0,29.0,37.0,40.0,39.0,19.0,8,8,11,7,10,4,12,8,2,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A067,2.0,35,4,6,6.833333333333333,0,1,1,93,4,5,5,6,6,6,5,11,18,17,14,13,17,8,30,2,37,23,7.0,6.0,4.0,3.0,23.0,14.0,9.0,8.0,17.0,13.0,14.0,26.0,22.0,17.0,30.0,24.0,27.0,17.0,7,9,7,8,9,6,12,4,6,4,7,3,3,0,1,2,0,1,0,0,2,0,0,0,6.833333333333333,0.75,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A068,3.0,21,4,6,3.8333333333333335,1,0,1,2,3,1,3,2,3,5,1,0,1,0,0,0,0,0,2,0,3,0,0.0,2.0,0.0,2.0,20.0,4.0,5.0,2.0,10.0,8.0,0.0,6.0,6.0,0.0,0.0,6.0,9.0,0.0,0,4,0,0,0,1,0,4,8,-1,5,1,0,0,0,0,0,0,0,1,-1,-1,0,-1,1.8333333333333333,-0.16666666666666666,2.9783333333333353,25.0,13.047500000000001,4.427222222222223,2.2527777777777764,25.0,14.197777777777777,25.0,25.0,-1.0,25.0,25.0,0,0
A069,2.0,15,1,1,1.5,3,1,3,13,2,2,2,0,4,2,2,3,2,3,3,1,1,1,8,2,12,16,5.0,1.0,4.0,15.0,15.0,7.0,3.0,1.0,10.0,18.0,3.0,9.0,1.0,14.0,6.0,0.0,7.0,22.0,1,0,0,0,0,1,0,-1,2,2,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.25,-0.5833333333333334,25.0,4.245833333333334,7.428888888888888,2.8663888888888884,7.148888888888887,25.0,6.368611111111111,-1.0,25.0,25.0,-1.0,-1.0,0,0
A070,2.0,18,2,7,2.75,4,1,2,59,10,15,14,15,10,4,4,9,5,12,8,7,9,10,16,10,20,4,6.0,5.0,7.0,9.0,16.0,8.0,6.0,3.0,3.0,18.0,0.0,9.0,5.0,18.0,3.0,88.0,31.0,0.0,3,1,0,0,0,0,0,0,0,0,5,2,-77,0,0,0,-1,-1,0,0,0,0,0,0,0.9166666666666666,-6.583333333333333,25.0,25.0,3.1644444444444453,21.29888888888889,5.401111111111113,13.532777777777778,6.127777777777776,2.368611111111111,10.664166666666667,5.39361111111111,25.0,25.0,0,0
A071,5.0,20,4,6,3.6666666666666665,3,0,1,53,2,7,7,7,13,12,3,13,6,15,7,9,9,7,7,1,9,1,1.0,1.0,8.0,5.0,7.0,12.0,10.0,1.0,26.0,18.0,3.0,12.0,17.0,9.0,7.0,9.0,28.0,19.0,1,2,3,6,10,2,6,2,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,-1,2.75,0.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,7.673888888888889,10.581111111111111,7.012499999999999,25.0,0,0
A072,3.0,42,9,4,6.6,5,1,3,46,9,9,6,5,6,8,4,2,5,15,8,5,4,4,27,2,31,19,2.0,7.0,11.0,12.0,15.0,8.0,20.0,4.0,35.0,20.0,16.0,6.0,38.0,12.0,22.0,31.0,13.0,0.0,10,10,12,14,2,3,10,4,0,0,5,8,1,0,0,0,0,0,0,0,0,-1,3,0,6.5,0.25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,14.261111111111111,10.753333333333334,25.0,25.0,0,0
A073,0.0,0,0,0,10.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.08333333333333333,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A074,0.0,8,3,1,6.909090909090909,1,1,2,7,5,3,4,4,4,6,3,0,0,0,0,0,1,0,9,3,12,21,3.0,3.0,1.0,14.0,4.0,12.0,10.0,5.0,2.0,6.0,2.0,3.0,19.0,26.0,8.0,0.0,6.0,10.0,7,8,9,7,10,1,1,6,12,7,14,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,6.75,-0.6666666666666666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,-1.0,0,0
A075,2.0,7,3,3,2.1,3,1,4,57,5,8,6,12,10,15,5,12,9,7,14,11,9,3,14,0,16,34,7.0,5.0,5.0,10.0,10.0,12.0,18.0,3.0,36.0,2.0,0.0,23.0,26.0,11.0,31.0,21.0,31.0,7.0,4,1,1,1,2,3,2,2,0,4,2,-1,4,1,1,1,0,1,1,0,0,0,1,-1,1.75,0.75,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,7.478333333333335,25.0,25.0,-1.0,0,0
A076,0.0,3,4,0,1.0,0,1,1,0,0,0,4,4,1,3,0,0,0,0,0,0,0,0,1,1,2,2,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-0.6666666666666666,-0.75,13.855,-1.0,-1.0,25.0,-1.0,12.252222222222223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A077,6.0,37,3,6,8.0,3,1,2,56,3,5,5,8,6,12,10,8,7,11,9,11,9,7,0,4,0,13,1.0,1.0,4.0,6.0,6.0,7.0,6.0,21.0,3.0,28.0,4.0,1.0,18.0,21.0,16.0,36.0,23.0,0.0,8,8,8,13,10,11,9,5,7,3,6,8,3,1,5,11,3,0,0,0,0,0,5,0,8.0,2.3333333333333335,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A078,3.0,8,1,0,1.0,0,1,1,8,0,2,0,1,0,3,3,3,2,2,1,0,1,1,1,1,2,7,0.0,0.0,0.0,2.0,4.0,5.0,0.0,12.0,1.0,1.0,0.0,9.0,1.0,0.0,4.0,6.0,0.0,1.0,0,0,0,-1,-1,0,0,0,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.3333333333333333,-0.75,2.8611111111111107,2.7441666666666684,3.5305555555555586,-1.0,-1.0,1.296111111111113,7.161666666666669,3.8677777777777784,-1.0,25.0,-1.0,-1.0,0,0
A079,0.0,10,6,0,3.0,0,1,1,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,3.0,6.0,4.0,0.0,0.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,8,6,2,1,-1,1,2,1,0,0,-1,-1,8,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,1.5,0.08333333333333333,25.0,25.0,25.0,25.0,-1.0,25.0,25.0,25.0,12.553888888888888,13.743333333333334,-1.0,-1.0,0,0
A080,6.0,40,3,9,1.5555555555555556,0,1,1,58,7,11,6,4,6,8,9,3,9,10,7,10,7,10,0,4,2,16,5.0,5.0,2.0,5.0,20.0,14.0,4.0,4.0,8.0,30.0,2.0,13.0,8.0,10.0,11.0,8.0,27.0,46.0,2,2,1,1,2,2,1,0,0,2,1,0,2,2,1,1,0,2,0,0,0,2,1,0,1.1666666666666667,0.9166666666666666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,7.869444444444444,6.782500000000002,25.0,25.0,9.36111111111111,0,0
A081,0.0,0,1,0,6.0,0,1,1,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,1,1,2,3,3.0,0.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0,0,5,4,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-0.8333333333333334,25.0,7.071388888888887,7.442777777777778,25.0,25.0,10.790833333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A082,4.0,31,7,5,8.833333333333334,2,1,1,84,13,16,11,11,23,20,20,19,17,24,13,8,5,6,31,1,38,13,9.0,9.0,7.0,18.0,24.0,19.0,12.0,30.0,35.0,35.0,16.0,30.0,30.0,40.0,9.0,9.0,18.0,12.0,9,11,11,14,9,12,8,6,5,6,7,8,9,1,7,0,3,3,0,0,0,1,5,-1,8.833333333333334,2.3333333333333335,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A083,3.0,22,3,3,2.6,1,1,1,49,5,13,17,4,7,5,7,12,10,14,11,1,4,3,24,4,29,5,0.0,0.0,1.0,4.0,10.0,20.0,7.0,10.0,23.0,24.0,4.0,17.0,19.0,10.0,12.0,24.0,9.0,11.0,6,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,1.0833333333333333,-0.5,25.0,25.0,25.0,15.012222222222222,25.0,25.0,14.164444444444444,14.425833333333333,13.346388888888889,10.753055555555557,8.623333333333333,13.741944444444444,0,0
A084,3.0,13,2,3,7.0,2,0,1,10,1,3,5,4,4,2,2,3,3,1,1,1,1,1,15,1,19,0,1.0,1.0,0.0,4.0,3.0,10.0,5.0,2.0,4.0,21.0,1.0,9.0,3.0,3.0,15.0,0.0,3.0,8.0,6,6,5,10,12,8,10,7,0,5,7,1,6,3,3,4,1,0,0,0,0,5,-1,0,6.416666666666667,1.75,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,12.751666666666667,25.0,25.0,25.0,0,0
A085,1.0,10,1,2,1.3333333333333333,1,1,1,4,1,3,1,4,1,1,1,0,0,0,0,0,0,0,4,1,4,9,1.0,1.0,0.0,2.0,4.0,8.0,4.0,0.0,3.0,21.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,1,0,0,2,1,-1,-1,-1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-0.08333333333333333,-0.5,12.431944444444445,19.87388888888889,25.0,12.459166666666667,0.41083333333333627,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A086,2.0,13,4,0,5.375,3,1,2,19,0,3,5,4,6,5,5,4,1,5,4,2,3,3,7,2,8,7,1.0,0.0,0.0,9.0,9.0,8.0,13.0,8.0,9.0,5.0,7.0,6.0,12.0,3.0,3.0,11.0,0.0,0.0,1,8,4,6,11,4,7,2,-1,-1,-1,-1,1,0,-1,4,3,3,-1,0,-1,-1,-1,-1,3.25,0.4166666666666667,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,0,0
A087,0.0,7,0,0,5.25,0,1,1,11,3,3,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0.0,3.0,4.0,2.0,8.0,5.0,9.0,2.0,6.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9,1,0,1,10,-1,-1,0,-1,-1,-1,-1,9,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1.25,0.25,25.0,25.0,4.244722222222222,25.0,25.0,-1.0,-1.0,9.756388888888889,-1.0,-1.0,-1.0,-1.0,0,0
A088,2.0,15,2,0,3.25,9,0,1,52,7,4,3,5,5,4,14,12,8,9,7,9,10,6,9,0,17,7,2.0,7.0,5.0,7.0,7.0,9.0,7.0,16.0,7.0,11.0,4.0,19.0,10.0,13.0,12.0,1.0,10.0,37.0,2,0,2,0,3,6,0,0,0,0,-1,0,2,0,1,0,3,-1,0,0,0,0,-1,0,1.0,0.3333333333333333,25.0,3.9605555555555547,25.0,4.3825,25.0,25.0,4.196388888888887,3.4155555555555566,1.8377777777777808,11.028888888888888,-1.0,4.836388888888891,1,0
A089,0.0,1,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.3333333333333333,-0.3333333333333333,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A090,2.0,22,4,6,4.916666666666667,0,1,1,53,8,6,5,5,8,5,6,11,7,8,9,10,9,2,27,7,36,4,0.0,5.0,3.0,11.0,25.0,7.0,12.0,1.0,24.0,27.0,2.0,25.0,23.0,14.0,5.0,23.0,18.0,13.0,7,2,9,16,5,7,1,2,9,16,2,5,2,0,0,0,0,2,1,2,-1,-1,0,0,6.75,0.4166666666666667,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A091,3.0,7,1,0,2.25,4,0,2,26,3,2,2,6,8,5,3,5,3,5,6,5,2,1,0,1,0,3,4.0,1.0,4.0,3.0,5.0,2.0,7.0,1.0,11.0,19.0,1.0,1.0,10.0,3.0,0.0,0.0,1.0,30.0,0,1,1,-1,0,0,6,1,0,-1,-1,-1,0,1,1,-1,0,-1,-1,1,-1,-1,-1,-1,0.4166666666666667,-0.3333333333333333,10.221388888888889,25.0,25.0,-1.0,10.8625,7.005555555555553,25.0,25.0,4.999166666666667,-1.0,-1.0,-1.0,0,0
A092,5.0,17,2,6,5.6,10,0,2,36,7,8,6,5,4,6,7,5,5,5,7,7,5,5,10,4,15,2,0.0,4.0,8.0,6.0,17.0,11.0,12.0,4.0,4.0,20.0,0.0,13.0,10.0,9.0,14.0,8.0,8.0,1.0,7,2,5,12,10,4,0,2,5,0,3,6,7,2,5,12,10,1,0,2,0,0,3,0,4.666666666666667,3.5,25.0,25.0,25.0,25.0,25.0,25.0,8.09361111111111,25.0,25.0,7.530000000000001,25.0,25.0,0,0
A093,0.0,0,0,0,0.0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A094,3.0,52,9,3,8.083333333333334,2,1,2,66,12,15,9,14,12,11,3,16,9,10,7,8,7,2,38,2,41,8,14.0,4.0,4.0,8.0,29.0,13.0,16.0,4.0,21.0,61.0,5.0,31.0,26.0,23.0,30.0,24.0,20.0,1.0,7,6,2,9,12,5,3,6,12,13,14,8,0,0,0,0,0,0,0,0,3,-1,5,0,8.083333333333334,0.5833333333333334,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A095,3.0,49,6,4,8.5,2,1,2,92,16,16,9,8,10,23,7,7,21,14,11,11,6,4,28,12,55,13,7.0,2.0,21.0,14.0,20.0,7.0,9.0,17.0,2.0,75.0,4.0,9.0,34.0,20.0,32.0,83.0,14.0,0.0,9,8,7,7,11,11,7,7,9,8,14,10,1,0,0,0,-1,0,0,0,0,0,0,-1,9.0,-0.08333333333333333,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
A096,3.0,87,4,2,5.777777777777778,5,0,1,46,10,14,6,10,9,12,3,4,4,6,8,14,5,5,0,2,2,0,3.0,3.0,5.0,6.0,17.0,22.0,7.0,4.0,8.0,88.0,11.0,8.0,3.0,11.0,15.0,16.0,17.0,0.0,8,8,4,15,5,2,8,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,4.333333333333333,0.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,8.765555555555556,5.840833333333336,7.6175,25.0,0,0
A097,2.0,25,4,3,8.1,0,1,1,17,5,5,4,4,6,5,3,4,1,3,2,4,1,0,11,1,20,3,8.0,1.0,10.0,8.0,15.0,6.0,9.0,5.0,15.0,8.0,3.0,0.0,3.0,1.0,13.0,23.0,8.0,1.0,8,10,12,15,12,5,-1,0,7,2,9,12,1,0,0,0,0,0,-1,-1,-1,0,0,2,7.583333333333333,0.0,25.0,25.0,25.0,25.0,25.0,25.0,-1.0,2.1133333333333333,25.0,25.0,25.0,25.0,0,0
A098,6.0,32,4,5,6.5,0,1,1,13,0,1,0,1,0,1,5,5,1,2,5,3,1,0,0,1,1,1,1.0,0.0,1.0,2.0,4.0,2.0,5.0,4.0,16.0,2.0,2.0,7.0,10.0,2.0,10.0,11.0,5.0,9.0,6,3,6,4,5,3,12,11,11,4,0,0,6,3,6,4,-1,3,5,4,9,3,0,0,5.416666666666667,3.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.933888888888887,1.0730555555555554,0,0
A099,2.0,34,2,8,3.125,0,1,1,31,3,5,6,0,3,8,3,3,2,8,2,6,7,5,6,3,10,7,3.0,1.0,7.0,8.0,9.0,8.0,8.0,8.0,22.0,23.0,0.0,12.0,7.0,7.0,9.0,14.0,21.0,26.0,2,4,1,0,5,4,1,7,1,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,-1,2.0833333333333335,0.0,25.0,25.0,25.0,3.631388888888889,25.0,25.0,25.0,25.0,25.0,8.92361111111111,11.143333333333334,2.9219444444444456,0,0
